egp_name,n_sas,soma_horas_sas,soma_loc,categoria_predominante,pipeline_family,n_sas_sem_dup,soma_horas_sas_sem_dup,soma_loc_sem_dup,categoria_egp,score_ponderado_egp,categoria_egp_sem_dup,score_ponderado_egp_sem_dup
202208 - Carga_CR_Presencial_Completo com Dados Raid - CompJun21 - aj manual,41,118.7,4250,Trivial,Carga_CR_Presencial_Completo com Dados Raid - CompJun21 - aj manual,15,82.91,1811,Complexo,3.8,Complexo,3.5
202208 Contabilizar Gap_Save mensalmente,3,26.66,433,Simples,202208 Contabilizar Gap_Save mensalmente,3,26.66,433,Médio,2.65,Médio,2.65
202208 Validação Presencial Financeiro com RAID x Contábil -  com Filtros,7,17.94,487,Trivial,202208 Validação Presencial Financeiro com RAID x Contábil - com Filtros,3,10.05,98,Médio,2.7,Trivial,1.7
202209 - Carga_CR_EAD_Completo,25,40.68,2283,Trivial,Carga_CR_EAD_Completo,2,6.02,96,Complexo,3.65,Trivial,1.35
202209 - Carga_CR_Presencial_Completo com Dados Raid - CompJun21 - aj manual,36,125.4,4196,Trivial,Carga_CR_Presencial_Completo com Dados Raid - CompJun21 - aj manual,10,93.73,2007,Complexo,3.8,Complexo,3.5
202209 - Carga_CR_Presencial_Completo com Dados Raid - CompSet21 - aj manual,36,86.77,3901,Trivial,Carga_CR_Presencial_Completo com Dados Raid - CompSet21 - aj manual,5,44.06,1055,Complexo,3.8,Médio,3.2
202210 - Carga_CR_EAD_Completo,26,75.31,2547,Trivial,Carga_CR_EAD_Completo,8,51.239999999999995,1293,Complexo,3.65,Médio,3.2
202210 - Carga_CR_Presencial_Completo,34,70.55,3992,Trivial,Carga_CR_Presencial_Completo,3,18.17,345,Complexo,3.8,Simples,2.4
202211 - Carga_CR_EAD_Completo,28,46.21,2482,Trivial,Carga_CR_EAD_Completo,3,9.03,65,Complexo,3.65,Trivial,1.35
202211 - Carga_CR_EAD_Completo v2,27,53.52,1665,Trivial,Carga_CR_EAD_Completo,7,29.26,472,Complexo,3.5,Médio,2.65
202211 - Carga_CR_Presencial_Completo,34,65.96,3989,Trivial,Carga_CR_Presencial_Completo,3,11.82,123,Complexo,3.8,Simples,1.85
202211 Variaveis para Estudo Arvore de Decisao - EAD,12,15.95,1155,Trivial,202211 Variaveis para Estudo Arvore de Decisao - EAD,0,0.0,0,Médio,2.95,Médio,
202211 Variaveis para Estudo Arvore de Decisao - EAD - Variáveis Modelo,7,19.8,312,Trivial,202211 Variaveis para Estudo Arvore de Decisao - EAD - Variáveis Modelo,7,19.8,312,Simples,2.0,Simples,2.0
202211 Variaveis para Estudo Arvore de Decisao - EAD - Variáveis Modelo - Copia,4,17.97,227,Trivial,202211 Variaveis para Estudo Arvore de Decisao - EAD - Variáveis Modelo,3,16.46,186,Simples,2.55,Simples,2.2
202212 - Carga_CR_EAD_Completo,26,42.08,2403,Trivial,Carga_CR_EAD_Completo,1,3.01,54,Complexo,3.65,Trivial,1.2
202212 - Carga_CR_EAD_Completo - v2,27,81.22,2069,Trivial,Carga_CR_EAD_Completo,11,62.64,1257,Complexo,3.65,Médio,3.2
202212 - Carga_CR_EAD_Novo_Modelo,26,37.21,2115,Trivial,Carga_CR_EAD_Novo_Modelo,0,0.0,0,Complexo,3.65,Complexo,
202212 - Carga_CR_EAD_Novo_Modelo - BKP,26,44.25,2115,Trivial,Carga_CR_EAD_Novo_Modelo - BKP,3,10.05,125,Complexo,3.65,Trivial,1.5
202212 - Carga_CR_EAD_Novo_Modelo - v2,27,46.72,2182,Trivial,Carga_CR_EAD_Novo_Modelo,3,11.31,125,Complexo,3.55,Trivial,1.65
202212 - Carga_CR_EAD_Novo_Modelo - v2 - Com teste Ampli,7,16.919999999999998,273,Trivial,Carga_CR_EAD_Novo_Modelo - v2 - Com teste Ampli,5,14.049999999999999,68,Simples,2.2,Trivial,1.7
202212 - Carga_CR_EAD_Novo_Modelo - v2 - Com teste Ampli (2),30,57.81,2224,Trivial,Carga_CR_EAD_Novo_Modelo - v2 - Com teste Ampli,7,23.61,254,Complexo,3.65,Simples,2.2
202212 - Carga_CR_EAD_Novo_Modelo - v3 -  Contab x Finan - Versão Final,31,74.27,2035,Trivial,Carga_CR_EAD_Novo_Modelo - v3 - Contab x Finan - Versão Final,11,48.64,912,Complexo,3.65,Médio,3.05
202212 - Carga_CR_EAD_Novo_Modelo - v3 - Com teste Ampli,27,41.61,1900,Trivial,Carga_CR_EAD_Novo_Modelo - v3 - Com teste Ampli,3,8.030000000000001,163,Complexo,3.4,Trivial,1.45
202212 - Carga_CR_EAD_Novo_Modelo - v3 - Com teste Ampli final,29,52.57,2079,Trivial,Carga_CR_EAD_Novo_Modelo - v3 - Com teste Ampli final,5,18.61,216,Complexo,3.65,Simples,2.2
202212 - Carga_CR_EAD_Novo_Modelo - v3 - Com teste Ampli final 2,28,67.33,2233,Trivial,Carga_CR_EAD_Novo_Modelo - v3 - Com teste Ampli final 2,8,37.2,530,Complexo,3.95,Médio,2.85
202212 - Carga_CR_EAD_Novo_Modelo - v3 - Com teste Ampli final 3,25,45.02,1967,Trivial,Carga_CR_EAD_Novo_Modelo - v3 - Com teste Ampli final 3,3,12.78,166,Complexo,3.55,Simples,2.1
202212 - Carga_CR_EAD_Novo_Modelo - v4 - Com teste Ampli,27,35.99,1900,Trivial,Carga_CR_EAD_Novo_Modelo - v4 - Com teste Ampli,0,0.0,0,Complexo,3.4,Complexo,
202212 - Carga_CR_Presencial_Completo,40,44.18,5033,Trivial,Carga_CR_Presencial_Completo,2,8.06,139,Complexo,3.4,Trivial,1.7
202212 - Carga_CR_Presencial_Completo - v1,35,89.58,3910,Trivial,Carga_CR_Presencial_Completo,8,46.44,898,Complexo,4.1,Médio,3.35
202212 - Carga_CR_Presencial_Completo - v2,59,153.1,4511,Trivial,Carga_CR_Presencial_Completo,30,108.92,1597,Complexo,4.1,Complexo,3.65
202212 - Carga_CR_Presencial_Completo - v3,47,138.26,4367,Trivial,Carga_CR_Presencial_Completo,19,103.2,2138,Muito Complexo,4.25,Complexo,4.1
202212 - Carga_CR_Presencial_Completo - v4,43,76.5,3972,Trivial,Carga_CR_Presencial_Completo,5,19.61,269,Complexo,4.1,Simples,2.35
202212 - Carga_CR_Presencial_Completo - v5 - Base Contb,64,152.49,4120,Trivial,Carga_CR_Presencial_Completo - v5 - Base Contb,32,113.07,1660,Muito Complexo,4.25,Complexo,3.6
202212 - Carga_CR_Presencial_Completo - v6 - Base Contb,41,94.77,3500,Trivial,Carga_CR_Presencial_Completo - v6 - Base Contb,8,54.29,1142,Complexo,3.95,Médio,3.2
202212 - Carga_CR_Presencial_Completo - v7 - Base Contb,43,69.47,3528,Trivial,Carga_CR_Presencial_Completo - v7 - Base Contb,4,15.35,185,Complexo,4.1,Simples,2.55
202212 - Carga_CR_Presencial_Completo v2,41,130.75,5066,Trivial,Carga_CR_Presencial_Completo,41,130.75,5066,Complexo,3.4,Complexo,3.4
202212 - Carga_CR_Presencial_Completo_Modelo_Atual,34,63.4,3770,Trivial,Carga_CR_Presencial_Completo_Modelo_Atual,2,12.17,248,Complexo,3.8,Simples,2.05
202301 - Carga_CR_EAD_Completo,25,45.89,1291,Trivial,Carga_CR_EAD_Completo,6,22.63,262,Complexo,3.5,Simples,2.5
202301 - Carga_CR_EAD_Novo_Modelo,23,43.53,2188,Trivial,Carga_CR_EAD_Novo_Modelo,4,14.32,322,Complexo,3.65,Simples,1.95
202301 - Carga_CR_EAD_Novo_Modelo 2,26,63.85,2232,Trivial,Carga_CR_EAD_Novo_Modelo 2,11,39.45,626,Complexo,3.85,Simples,2.15
202301 - Carga_CR_EAD_Novo_Modelo3,23,70.25,1681,Trivial,Carga_CR_EAD_Novo_Modelo3,8,50.96,759,Complexo,3.7,Complexo,3.45
202301 - Carga_CR_Presencial_Completo,33,63.26,3497,Trivial,Carga_CR_Presencial_Completo,4,15.33,178,Complexo,3.8,Simples,2.05
202301 - Carga_CR_Presencial_Completo_Novo_Modelo,25,71.67,2691,Trivial,Carga_CR_Presencial_Completo_Novo_Modelo,7,40.53,718,Complexo,3.8,Médio,3.05
202301 - Carga_CR_Presencial_Completo_Novo_Modelo - v2,25,127.11,3439,Trivial,Carga_CR_Presencial_Completo_Novo_Modelo,13,110.35,2341,Complexo,4.1,Complexo,3.8
202301 - Carga_CR_Presencial_Completo_Novo_Modelo - v3,23,51.59,2618,Trivial,Carga_CR_Presencial_Completo_Novo_Modelo,4,15.600000000000001,220,Complexo,3.65,Simples,1.85
202302 - Carga_CR_EAD_Novo_Modelo,19,30.32,1983,Trivial,Carga_CR_EAD_Novo_Modelo,0,0.0,0,Complexo,3.7,Complexo,
202302 - Carga_CR_EAD_Novo_Modelo (2),19,64.86,1983,Trivial,Carga_CR_EAD_Novo_Modelo,7,49.34,1249,Complexo,3.7,Médio,3.25
202302 - Carga_CR_EAD_Novo_Modelo (3),7,21.86,541,Trivial,Carga_CR_EAD_Novo_Modelo,4,17.94,327,Simples,2.55,Simples,2.35
202302 - Carga_CR_EAD_Novo_Modelo (4),7,9.299999999999999,541,Trivial,Carga_CR_EAD_Novo_Modelo,0,0.0,0,Simples,2.55,Simples,
202302 - Carga_CR_EAD_Novo_Modelo (5),7,9.299999999999999,541,Trivial,Carga_CR_EAD_Novo_Modelo,0,0.0,0,Simples,2.55,Simples,
202302 - Carga_CR_EAD_Producao,12,16.52,1063,Trivial,Carga_CR_EAD_Producao,0,0.0,0,Médio,3.25,Médio,
202302 - Carga_CR_EAD_Producao (2),12,29.07,1063,Trivial,Carga_CR_EAD_Producao,3,17.93,610,Médio,3.25,Médio,2.6
202302 - Carga_CR_EAD_Producao (3),12,16.52,1063,Trivial,Carga_CR_EAD_Producao,0,0.0,0,Médio,3.25,Médio,
202302 - Carga_CR_Presencial_Completo_Novo_Modelo - Pela base Contabil,82,93.62,5201,Trivial,Carga_CR_Presencial_Completo_Novo_Modelo - Pela base Contabil,0,0.0,0,Muito Complexo,4.4,Muito Complexo,
202302 - Carga_CR_Presencial_Completo_Novo_Modelo - Pela base Contabil (2),82,165.71,5201,Trivial,Carga_CR_Presencial_Completo_Novo_Modelo - Pela base Contabil,27,102.91,1719,Muito Complexo,4.4,Complexo,3.8
202302 - Carga_CR_Presencial_Completo_Novo_Modelov2,23,39.76,2476,Trivial,Carga_CR_Presencial_Completo_Novo_Modelov2,0,0.0,0,Complexo,3.8,Complexo,
202302 - Carga_CR_Presencial_Completo_Novo_Modelov2 (2),23,69.85,2476,Trivial,Carga_CR_Presencial_Completo_Novo_Modelov2,5,42.980000000000004,926,Complexo,3.8,Médio,3.35
202302 - Carga_CR_Presencial_Completo_Novo_Modelov2 (3),23,39.76,2476,Trivial,Carga_CR_Presencial_Completo_Novo_Modelov2,0,0.0,0,Complexo,3.8,Complexo,
202303 - Ajuste Tri,82,92.27,4817,Trivial,Ajuste Tri,0,0.0,0,Muito Complexo,4.25,Muito Complexo,
202303 - Ajuste Tri (2),82,123.92,4817,Trivial,Ajuste Tri,7,45.2,754,Muito Complexo,4.25,Médio,3.05
202303 - Carga_CR_EAD_Novo_Modelo,19,45.39,3066,Trivial,Carga_CR_EAD_Novo_Modelo,0,0.0,0,Complexo,4.1,Complexo,
202303 - Carga_CR_EAD_Novo_Modelo (2),19,84.46000000000001,3066,Trivial,Carga_CR_EAD_Novo_Modelo,1,55.82,941,Complexo,4.1,Complexo,3.65
202303 - Carga_CR_EAD_Novo_Modelo - Base Contabil,25,35.55,2222,Trivial,Carga_CR_EAD_Novo_Modelo - Base Contabil,0,0.0,0,Complexo,3.7,Complexo,
202303 - Carga_CR_EAD_Novo_Modelo - Base Contabil (2),25,56.47,2222,Trivial,Carga_CR_EAD_Novo_Modelo - Base Contabil,9,29.86,214,Complexo,3.7,Simples,2.3
202303 - Carga_CR_EAD_Novo_Modelo - Contabil,19,45.39,3066,Trivial,Carga_CR_EAD_Novo_Modelo - Contabil,0,0.0,0,Complexo,4.1,Complexo,
202303 - Carga_CR_EAD_Novo_Modelo - Contabil (2),19,45.39,3066,Trivial,Carga_CR_EAD_Novo_Modelo - Contabil,0,0.0,0,Complexo,4.1,Complexo,
202303 - Carga_CR_EAD_Novo_Modelo - Copia,19,45.39,3066,Trivial,Carga_CR_EAD_Novo_Modelo,0,0.0,0,Complexo,4.1,Complexo,
202303 - Carga_CR_EAD_Novo_Modelo - Copia (2),19,45.39,3066,Trivial,Carga_CR_EAD_Novo_Modelo,0,0.0,0,Complexo,4.1,Complexo,
202303 - Carga_CR_Presencial_Completo_Novo_Modelov2,23,46.95,3245,Trivial,Carga_CR_Presencial_Completo_Novo_Modelov2,0,0.0,0,Complexo,4.1,Complexo,
202303 - Carga_CR_Presencial_Completo_Novo_Modelov2 (2),23,114.60000000000001,3245,Trivial,Carga_CR_Presencial_Completo_Novo_Modelov2,10,96.63,2301,Complexo,4.1,Complexo,3.95
202304 - CR_EAD,22,50.35,2034,Trivial,CR_EAD,8,27.14,206,Complexo,3.5,Simples,2.05
202304 - CR_EAD_1105,27,80.55,2544,Trivial,CR_EAD_1105,14,59.86,1169,Complexo,3.9,Complexo,3.6
202304 - CR_EAD_202305031114,28,114.47,2822,Trivial,CR_EAD_202305031114,9,93.02,1866,Complexo,4.1,Complexo,3.65
202304 - Carga_CR_Presencial_Completo_Novo_Modelo - Vfinanc,25,40.56,2425,Trivial,Carga_CR_Presencial_Completo_Novo_Modelo - Vfinanc,0,0.0,0,Complexo,3.65,Complexo,
202304 - Carga_CR_Presencial_Completo_Novo_Modelo - Vfinanc (2),25,70.64,2425,Trivial,Carga_CR_Presencial_Completo_Novo_Modelo - Vfinanc,6,42.959999999999994,791,Complexo,3.65,Médio,2.95
202304 - PREDENCIAL,83,109.84,5271,Trivial,PREDENCIAL,3,19.07,252,Muito Complexo,4.25,Simples,2.5
202304 - PRESENCIAL,83,96.49,5271,Trivial,PRESENCIAL,0,0.0,0,Muito Complexo,4.25,Muito Complexo,
202304 - PRESENCIAL_1105,83,147.25,6149,Trivial,PRESENCIAL_1105,8,66.49,1697,Muito Complexo,4.4,Complexo,3.5
20250325_ANL_QUEST_MKT,11,67.53,1180,Trivial,20250325_ANL_QUEST_MKT,8,64.97999999999999,1156,Complexo,3.5,Médio,3.35
20250325_ANL_QUEST_MKT (2),9,56.2,972,Trivial,20250325_ANL_QUEST_MKT,9,56.2,972,Complexo,3.5,Complexo,3.5
20250325_ANL_QUEST_MKT (3),9,16.85,972,Trivial,20250325_ANL_QUEST_MKT,0,0.0,0,Complexo,3.5,Complexo,
20250325_ANL_QUEST_MKT (4),9,16.85,972,Trivial,20250325_ANL_QUEST_MKT,0,0.0,0,Complexo,3.5,Complexo,
20250617_ANL_ALEX,10,26.34,243,Trivial,20250617_ANL_ALEX,10,26.34,243,Simples,1.85,Simples,1.85
2025_Projeto Base Analitica,8,16.99,531,Trivial,2025_Projeto Base Analitica,3,12.33,347,Simples,1.95,Simples,1.8
2025_Projeto Base Analitica - bkp,6,19.34,260,Trivial,2025_Projeto Base Analitica - bkp,6,19.34,260,Simples,1.8,Simples,1.8
20260205_ALUNADO_UNIDADE,3,2.7,31,Trivial,20260205_ALUNADO_UNIDADE,0,0.0,0,Trivial,1.2,Trivial,
20260205_ALUNADO_UNIDADE (2),3,9.03,31,Trivial,20260205_ALUNADO_UNIDADE,3,9.03,31,Trivial,1.2,Trivial,1.2
20260205_ALUNADO_UNIDADE (3),3,2.7,31,Trivial,20260205_ALUNADO_UNIDADE,0,0.0,0,Trivial,1.2,Trivial,
20260205_ALUNADO_UNIDADE (4),3,2.7,31,Trivial,20260205_ALUNADO_UNIDADE,0,0.0,0,Trivial,1.2,Trivial,
20260205_ALUNADO_UNIDADE (5),3,2.7,31,Trivial,20260205_ALUNADO_UNIDADE,0,0.0,0,Trivial,1.2,Trivial,
20260205_ALUNADO_UNIDADE_v2,1,3.13,167,Simples,20260205_ALUNADO_UNIDADE,0,0.0,0,Simples,2.15,Simples,
20260205_ALUNADO_UNIDADE_v2 (2),1,10.43,167,Simples,20260205_ALUNADO_UNIDADE,1,10.43,167,Simples,2.15,Simples,2.15
20260205_ALUNADO_UNIDADE_v2 (3),1,3.13,167,Simples,20260205_ALUNADO_UNIDADE,0,0.0,0,Simples,2.15,Simples,
20260205_ALUNADO_UNIDADE_v2 (4),1,3.13,167,Simples,20260205_ALUNADO_UNIDADE,0,0.0,0,Simples,2.15,Simples,
20260205_ALUNADO_UNIDADE_v2 (5),1,3.13,167,Simples,20260205_ALUNADO_UNIDADE,0,0.0,0,Simples,2.15,Simples,
2Tratamento - ORACLE - jonastanha,38,76.63,2521,Trivial,2Tratamento - ORACLE - jonastanha,11,54.93,1625,Complexo,4.0,Complexo,3.55
2Tratamento - ORACLE - jonastanha - conta,90,97.17,3266,Trivial,2Tratamento - ORACLE - jonastanha - conta,5,29.009999999999998,883,Muito Complexo,4.35,Complexo,3.4
2Tratamento - ORACLE - jonastanha - conta - sem tptran12,90,256.62,3266,Trivial,2Tratamento - ORACLE - jonastanha - conta - sem tptran12,90,256.62,3266,Muito Complexo,4.35,Muito Complexo,4.35
2Tratamento - ORACLE - jonastanha - conta - tptran,92,93.12,3193,Trivial,2Tratamento - ORACLE - jonastanha - conta - tptran,4,22.32,553,Muito Complexo,4.3,Médio,2.8
2Tratamento - ORACLE - jonastanha - cota - Copy - TESTE MES 9,73,117.06,3074,Trivial,2Tratamento - ORACLE - jonastanha - cota - Copy - TESTE MES 9,18,72.16,1489,Muito Complexo,4.35,Complexo,3.7
2_202007_A_202012 Variaveis para Estudo Arvore de Decisao - Faixas Presencial OLD,2,20.03,613,Médio,2_202007_A_202012 Variaveis para Estudo Arvore de Decisao - Faixas Presencial,2,20.03,613,Médio,2.75,Médio,2.75
3,14,50.96,1665,Trivial,3,3,17.299999999999997,244,Muito Complexo,4.25,Simples,2.3
3_202007_A_202012 Teste de Bivariaveis Arvore Decisao - Presencial OLD,15,46.68,918,Trivial,3_202007_A_202012 Teste de Bivariaveis Arvore Decisao - Presencial,15,46.68,918,Simples,1.9,Simples,1.9
4,14,50.96,1665,Trivial,4,3,17.299999999999997,244,Muito Complexo,4.25,Simples,2.3
5,14,45.870000000000005,1663,Trivial,5,2,10.03,174,Muito Complexo,4.25,Simples,1.8
6,14,41.290000000000006,1663,Trivial,6,1,3.27,44,Muito Complexo,4.25,Trivial,1.25
990_winback,1,3.77,7,Trivial,990_winback,1,3.77,7,Trivial,1.35,Trivial,1.35
ABT_SCORE_POLOS,6,18.0,266,Trivial,ABT_SCORE_POLOS,3,14.309999999999999,220,Médio,2.65,Simples,2.2
ABT_SCORE_POLOS (2),5,22.01,244,Trivial,ABT_SCORE_POLOS,4,21.11,235,Médio,2.65,Médio,2.65
ABT_SCORE_POLOS_v2,8,15.84,625,Simples,ABT_SCORE_POLOS,1,3.77,169,Médio,3.2,Trivial,1.35
ACAO_FIES,2,7.54,13,Trivial,ACAO_FIES,2,7.54,13,Trivial,1.35,Trivial,1.35
ACEITE_CONTRATO,34,149.83,2563,Trivial,ACEITE_CONTRATO,33,148.93,2525,Complexo,3.8,Complexo,3.8
AC_EAD_CC_v01,14,66.5,3563,Trivial,AC_EAD_CC,14,66.5,3563,Médio,3.35,Médio,3.35
AC_EAD_v08,19,33.05,2817,Trivial,AC_EAD,0,0.0,0,Complexo,3.85,Complexo,
AC_EAD_v08 (2),19,101.92999999999999,2817,Trivial,AC_EAD,17,99.44,2353,Complexo,3.85,Complexo,3.65
AC_EAD_v08 (3),19,52.24,2775,Trivial,AC_EAD,6,28.159999999999997,835,Complexo,3.7,Simples,2.4
AC_EAD_v08 (4),19,32.89,2775,Trivial,AC_EAD,0,0.0,0,Complexo,3.7,Complexo,
AC_EAD_v09,19,33.2,2742,Trivial,AC_EAD,0,0.0,0,Complexo,3.85,Complexo,
AC_EAD_v09 (2),19,102.44,2742,Trivial,AC_EAD,17,99.95,2278,Complexo,3.85,Complexo,3.75
AC_EAD_v09 (3),19,33.2,2742,Trivial,AC_EAD,0,0.0,0,Complexo,3.85,Complexo,
AC_EAD_v10,17,33.06,2682,Trivial,AC_EAD,0,0.0,0,Complexo,3.7,Complexo,
AC_EAD_v10 (2),17,70.21,2682,Trivial,AC_EAD,7,54.1,1266,Complexo,3.7,Médio,3.1
AC_EAD_v10 (3),17,38.3,2089,Trivial,AC_EAD,5,14.36,297,Complexo,3.7,Trivial,1.7
AC_EAD_v11,17,33.06,2683,Trivial,AC_EAD,0,0.0,0,Complexo,3.7,Complexo,
AC_EAD_v11 (2),17,42.09,2683,Trivial,AC_EAD,3,13.93,402,Complexo,3.7,Simples,2.2
AC_EAD_v11 (3),17,31.35,2036,Trivial,AC_EAD,3,5.01,66,Complexo,3.55,Trivial,1.0
AC_EAD_v11 (4),17,33.06,2683,Trivial,AC_EAD,0,0.0,0,Complexo,3.7,Complexo,
AC_EAD_v12,17,28.740000000000002,2036,Trivial,AC_EAD,0,0.0,0,Complexo,3.55,Complexo,
AC_EAD_v13,16,46.16,2675,Trivial,AC_EAD,6,20.479999999999997,582,Complexo,3.7,Simples,2.35
AC_PRESENCIAL_CALLCENTER_v01,7,42.72,589,Trivial,AC_PRESENCIAL_CALLCENTER,7,42.72,589,Médio,3.25,Médio,3.25
AC_PRESENCIAL_CC_v01,15,108.51,1987,Trivial,AC_PRESENCIAL_CC,15,108.51,1987,Complexo,4.0,Complexo,4.0
AC_PRESENCIAL_v01,35,42.449999999999996,2776,Trivial,AC_PRESENCIAL,0,0.0,0,Complexo,4.15,Complexo,
AC_PRESENCIAL_v01 (2),35,138.77,2777,Trivial,AC_PRESENCIAL,35,138.77,2777,Complexo,4.15,Complexo,4.15
AC_PRESENCIAL_v01 (3),35,107.44,2776,Trivial,AC_PRESENCIAL,13,94.00999999999999,1931,Complexo,4.15,Complexo,3.7
AC_PRESENCIAL_v01 (4),35,42.449999999999996,2776,Trivial,AC_PRESENCIAL,0,0.0,0,Complexo,4.15,Complexo,
AC_PRESENCIAL_v01 (5),35,42.449999999999996,2776,Trivial,AC_PRESENCIAL,0,0.0,0,Complexo,4.15,Complexo,
AC_PRESENCIAL_v02,14,28.57,1707,Trivial,AC_PRESENCIAL,0,0.0,0,Complexo,3.75,Complexo,
AC_PRESENCIAL_v02 (2),14,33.22,1951,Trivial,AC_PRESENCIAL,2,1.8,65,Complexo,4.0,Trivial,1.1
AC_PRESENCIAL_v02 (3),14,88.45,1707,Trivial,AC_PRESENCIAL,11,86.19,1636,Complexo,3.75,Complexo,3.45
AC_PRESENCIAL_v02 (4),14,28.57,1707,Trivial,AC_PRESENCIAL,0,0.0,0,Complexo,3.75,Complexo,
AC_PRESENCIAL_v022,14,32.769999999999996,1951,Trivial,AC_PRESENCIAL,0,0.0,0,Complexo,4.0,Complexo,
AC_PRESENCIAL_v03,14,32.769999999999996,1963,Trivial,AC_PRESENCIAL,0,0.0,0,Complexo,4.0,Complexo,
AC_PRESENCIAL_v03 (2),14,34.62,1964,Trivial,AC_PRESENCIAL,3,3.8,147,Complexo,4.0,Trivial,1.25
AC_PRESENCIAL_v03 (3),14,32.769999999999996,1964,Trivial,AC_PRESENCIAL,0,0.0,0,Complexo,4.0,Complexo,
AC_PRESENCIAL_v03 (4),14,32.769999999999996,1951,Trivial,AC_PRESENCIAL,0,0.0,0,Complexo,4.0,Complexo,
AC_PRESENCIAL_v03 (5),14,34.42,1963,Trivial,AC_PRESENCIAL,2,3.0,125,Complexo,4.0,Trivial,1.25
AC_PRESENCIAL_v04,14,32.769999999999996,1965,Trivial,AC_PRESENCIAL,0,0.0,0,Complexo,4.0,Complexo,
AC_PRESENCIAL_v04 (2),14,33.22,1965,Trivial,AC_PRESENCIAL,2,1.8,73,Complexo,4.0,Trivial,1.1
AC_PRESENCIAL_v04 (3),14,33.22,1908,Trivial,AC_PRESENCIAL,1,1.2,2,Complexo,4.0,Trivial,1.2
AC_PRESENCIAL_v05,14,36.11,1944,Trivial,AC_PRESENCIAL,3,5.52,82,Complexo,3.85,Trivial,1.3
AC_PRESENCIAL_v06,15,24.97,1498,Trivial,AC_PRESENCIAL,0,0.0,0,Complexo,3.75,Complexo,
AC_PRESENCIAL_v06 (2),15,34.72,1498,Trivial,AC_PRESENCIAL,6,14.64,267,Complexo,3.75,Simples,1.8
AC_v4,16,79.94,1631,Trivial,AC,14,77.45,1167,Complexo,3.5,Complexo,3.5
AC_v5,16,43.910000000000004,1732,Trivial,AC,4,25.17,476,Complexo,3.5,Médio,2.75
AC_v5 - Copy,17,72.95,1704,Trivial,AC,11,66.09,1159,Médio,3.35,Médio,3.35
AC_v6.2,21,99.68,2238,Trivial,AC_v6.2,16,94.26,1739,Complexo,3.75,Complexo,3.5
AC_v6.3,25,81.54,2764,Trivial,AC_v6.3,13,55.07,1005,Complexo,4.0,Médio,3.3
AC_v6_4,25,42.77,2775,Trivial,AC_v6_4,0,0.0,0,Complexo,4.0,Complexo,
AC_v6_4 (2),25,81.27,2775,Trivial,AC_v6_4,9,55.510000000000005,1211,Complexo,4.0,Médio,3.05
AC_v6_Lucas,16,37.07,1739,Trivial,AC_v6_Lucas,4,15.15,145,Complexo,3.65,Simples,2.1
AC_v7,37,109.02000000000001,3535,Trivial,AC,14,84.5,1919,Complexo,3.9,Complexo,3.4
AC_v7 (2),35,78.86,3103,Trivial,AC,17,44.14,915,Complexo,4.0,Médio,2.95
ADESAO_PROUNI,11,119.57,3508,Simples,ADESAO_PROUNI,8,111.83999999999999,3049,Muito Complexo,4.35,Muito Complexo,4.2
ADOBE_EMAIL_SMS_SEM_CONVERSAO_082025,2,5.23,22,Trivial,ADOBE_EMAIL_SMS_SEM_CONVERSAO,2,5.23,22,Trivial,1.4,Trivial,1.4
ADOBE_EMAIL_V01,5,41.88,1902,Simples,ADOBE_EMAIL,5,41.88,1902,Médio,2.9,Médio,2.9
ADOBE_EMAIL_V01_202506261528,5,21.15,1829,Trivial,ADOBE_EMAIL_V01_202506261528,2,15.23,935,Médio,2.6,Simples,2.45
ADOBE_EMAIL_V01_202506261528_202506262151,5,21.25,965,Trivial,ADOBE_EMAIL_V01_202506261528_202506262151,3,19.75,924,Médio,2.6,Médio,2.6
ADOBE_SAS_2025_TESTE,1,4.28,92,Trivial,ADOBE_SAS_2025_TESTE,1,4.28,92,Trivial,1.45,Trivial,1.45
ADOBE_SAS_2025_V01,22,102.77,1223,Trivial,ADOBE_SAS_2025,22,102.77,1223,Médio,3.35,Médio,3.35
ADOBE_SMS_251_252,6,56.99,1818,Simples,ADOBE_SMS_251_252,6,56.99,1818,Médio,3.35,Médio,3.35
AGING LIST - TRI,2,3.51,30,Trivial,AGING LIST - TRI,2,3.51,30,Trivial,1.1,Trivial,1.1
AGORA VAI - 2Tratamento - ORACLE - jonastanha - conta - tptran12,92,77.5,3193,Trivial,AGORA VAI - 2Tratamento - ORACLE - jonastanha - conta - tptran12,0,0.0,0,Muito Complexo,4.3,Muito Complexo,
AGORA VAI 2 - 2Tratamento - ORACLE - jonastanha - conta - tptran12 - %certo,92,87.74,3242,Trivial,AGORA VAI 2 - 2Tratamento - ORACLE - jonastanha - conta - tptran12 - %certo,2,13.82,516,Muito Complexo,4.5,Simples,2.35
AJH_v2,27,105.3,2830,Trivial,AJH,27,105.3,2830,Médio,3.3,Médio,3.3
AJO_EMAIL_28082025,2,4.01,45,Trivial,AJO_EMAIL,2,4.01,45,Trivial,1.2,Trivial,1.2
AJO_EMAIL_28082025_202508281717,1,3.27,48,Trivial,AJO_EMAIL_28082025_202508281717,1,3.27,48,Trivial,1.25,Trivial,1.25
AJO_HC_EMAIL_V01,3,10.55,175,Trivial,AJO_HC_EMAIL,3,10.55,175,Trivial,1.5,Trivial,1.5
